label,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
C,-0.2168257236480713,-0.085513174533844,-0.0423503778874874,-0.1603142023086547,-0.0873124599456787,-0.1923443526029586,-0.1404909491539001,-0.1211580038070678,0.1336046606302261,-0.1657065749168396,0.0752011537551879,-0.2358202040195465,-0.1479444503784179,0.0287469029426574,0.1499422639608383,-0.1699854135513305,0.2082329988479614,-0.2142931967973709,-0.1555149555206298,0.1456145644187927,0.0796173140406608,-0.0016387701034545,0.0221678614616394,-0.1008628457784652,0.0016387701034545,-0.0221678614616394,0.1006814017891883,0.0969913005828857,0.088060438632965,-0.056111991405487,0.0911160707473754,0.0694009661674499,0.155767872929573,0.2107073068618774,0.1298730969429016,0.0137299299240112,0.1890382766723632,0.1022273898124694,0.2421848028898239,0.2380419373512268,0.1297116875648498,0.0169333051890134,0.2103735208511352,0.1019214391708374,0.2493690997362136,0.2004648447036743,0.2063972353935241,-0.0406131222844123,0.1837146878242492,0.176771342754364,0.2119623124599456
C,-0.2068375349044799,-0.1145097911357879,-0.0529859662055969,-0.1456144452095031,-0.1132350265979766,-0.1988614201545715,-0.1349589526653289,-0.1421109139919281,0.1349762231111526,-0.1312084197998047,0.0556950569152832,-0.2391059845685959,-0.1240866184234619,0.0123029947280883,0.1576265692710876,-0.1406478881835937,0.1850441694259643,-0.2277462780475616,-0.1298302710056305,0.1284816265106201,0.0805715844035148,-0.0017728209495544,0.0178920030593872,-0.0984658896923065,0.0017728209495544,-0.0178920328617095,0.0982871875166893,0.1066989302635192,0.0732592344284057,-0.0567365922033786,0.1002378463745117,0.0556955337524414,0.1519525051116943,0.2181695103645324,0.0928987264633178,0.0227599646896123,0.2027202844619751,0.0788145065307617,0.2418705821037292,0.2424052953720092,0.0810068845748901,0.028224442154169,0.2238178849220276,0.0684708356857299,0.2493804097175598,0.2372151613235473,0.177435040473938,-0.0318690724670887,0.2154462933540344,0.1511205434799194,0.2067999243736267
C,-0.2200945019721985,-0.0508310496807098,-0.0235115122050046,-0.1629257500171661,-0.0566163957118988,-0.1504532247781753,-0.1456940174102783,-0.1107672154903411,0.1382804214954376,-0.0816324949264526,0.0061337947845458,-0.1800785660743713,-0.0833314359188079,-0.0379988253116607,0.1861951053142547,-0.1086863279342651,0.115043044090271,-0.1713385730981826,-0.0986453294754028,0.0538564920425415,0.1590583324432373,-0.0040944218635559,0.0243879556655883,-0.0967939719557762,0.0040944218635559,-0.0243879258632659,0.0967837870121002,0.1160149574279785,0.0533174276351928,-0.0634678751230239,0.1149253845214843,0.0268701314926147,0.1195447072386741,0.2302348613739013,0.0278998613357543,-0.0081326412037014,0.2233158349990844,0.0164551734924316,0.1797718405723571,0.2481215000152588,0.0051157474517822,-0.0033239752519875,0.2416489124298095,-0.0050178468227386,0.1824527382850647,0.2586240768432617,0.1040675640106201,-0.0500805452466011,0.2463866472244262,0.0871502161026001,0.1382635682821273
C,-0.2271409630775451,0.0194357633590698,0.0023502625990659,-0.1662113070487976,0.0088440179824829,-0.1340375989675521,-0.1509610414505005,-0.0563143789768219,0.1632765382528305,-0.0796858072280883,-0.0372525751590728,-0.2132881432771682,-0.0715952813625335,-0.0893361866474151,0.2157537639141082,-0.1069111824035644,0.0817030668258667,-0.2604820132255554,-0.0869574546813964,0.005073070526123,0.2192594856023788,-0.0008778870105743,0.0236622095108032,-0.1028996706008911,0.0008778572082519,-0.0236622393131256,0.1030188426375389,0.1196971535682678,0.0308092832565307,-0.0783093124628067,0.116250455379486,0.0034939050674438,0.1171741187572479,0.2326026558876037,-0.0120414197444915,-0.0298427511006593,0.2247946262359619,-0.0252728164196014,0.1671391129493713,0.2494098544120788,-0.0361761152744293,-0.0249902065843343,0.2422900199890136,-0.0467257797718048,0.1685157865285873,0.2625073194503784,0.061566948890686,-0.0749114453792572,0.2513302564620971,0.0465848445892334,0.1170336306095123
C,-0.2286918461322784,0.0086665153503417,0.0234217066317796,-0.1672140955924987,0.0107073783874511,-0.1303613483905792,-0.1529993414878845,-0.0553328692913055,0.1853245049715042,-0.0826629400253295,-0.0165757238864898,-0.2366136014461517,-0.0753870010375976,-0.0781121551990509,0.2469705194234848,-0.1134726405143737,0.0901333093643188,-0.3229361176490783,-0.0875014066696167,0.0094151496887207,0.262276142835617,0.0003526806831359,0.0252572298049926,-0.1044871136546135,-0.0003526806831359,-0.0252572000026702,0.1045840829610824,0.1191120743751525,0.0336328744888305,-0.0964251905679702,0.1142641901969909,0.00544273853302,0.1107465699315071,0.2305877208709716,0.0021518468856811,-0.0708861574530601,0.2212904095649719,-0.0132589042186737,0.1417265832424163,0.2473752498626709,-0.0168242156505584,-0.069501981139183,0.2422260046005249,-0.0318829715251922,0.1412931978702545,0.2448412179946899,0.0818469524383544,-0.1277058124542236,0.2337889075279235,0.0643205642700195,0.0919058322906494
C,-0.2134765982627868,-0.1397238969802856,-0.0502660013735294,-0.1499619483947754,-0.0908891558647155,-0.1957595497369766,-0.1329563856124878,-0.1255525350570678,0.1607437133789062,-0.108522891998291,0.0497561693191528,-0.2236145138740539,-0.0978398323059082,0.0083730816841125,0.1851069927215576,-0.1249251365661621,0.1724267601966858,-0.2108297795057296,-0.1105749011039733,0.1271411776542663,0.1059661135077476,-0.003206729888916,0.019290804862976,-0.1106899231672287,0.003206729888916,-0.019290804862976,0.1106764525175094,0.1108227372169494,0.0669047832489013,-0.0942747592926025,0.1108049750328064,0.0413472056388855,0.1332306712865829,0.227083683013916,0.0797820091247558,-0.0344234518706798,0.2183868288993835,0.0625141263008117,0.2041511535644531,0.2504909634590149,0.0681973099708557,-0.0309338774532079,0.2404627799987793,0.0518936514854431,0.2081165611743927,0.2370942234992981,0.1705490350723266,-0.0984706208109855,0.2242007255554199,0.139674961566925,0.1565610766410827
C,-0.2138265371322631,-0.1678045094013214,-0.1309658586978912,-0.1533492803573608,-0.0934988856315612,-0.2668693959712982,-0.1408546268939972,-0.129032552242279,0.0941036120057106,-0.1515090763568878,0.068828284740448,-0.2960122525691986,-0.1402799785137176,0.0209825038909912,0.1016212329268455,-0.1504862010478973,0.1977978944778442,-0.2769511938095093,-0.1417036652565002,0.1463729739189148,0.0346034280955791,0.0019939541816711,0.0086677074432373,-0.1152459233999252,-0.0019939541816711,-0.0086677074432373,0.1151426061987876,0.1017080545425415,0.0795664191246032,-0.0386674515902996,0.0921447873115539,0.0673370957374572,0.2170722633600235,0.2111669778823852,0.11536705493927,0.0527668483555316,0.1843675971031189,0.0882995724678039,0.3529196679592132,0.2338073849678039,0.1106014847755432,0.058370754122734,0.2065854668617248,0.0830062627792358,0.3653014600276947,0.2094122171401977,0.1947616338729858,-0.0201160982251167,0.1868762373924255,0.1509619355201721,0.3300164639949798
C,-0.2197193503379821,-0.1224668323993682,-0.0113720465451478,-0.1591165959835052,-0.0740503966808319,-0.1910672932863235,-0.1399149298667907,-0.123261421918869,0.1584209501743316,-0.0952962338924408,0.0263471603393554,-0.2097789198160171,-0.0822378396987915,-0.025507241487503,0.200975626707077,-0.1194241344928741,0.1422499418258667,-0.1946625858545303,-0.1030462682247161,0.0699141025543212,0.1489873379468917,-0.0031135082244873,0.0240868330001831,-0.1107385829091072,0.0031135082244873,-0.0240868031978607,0.1108034402132034,0.1171542406082153,0.0582426786422729,-0.0672407075762748,0.1130609512329101,0.0311322212219238,0.1565059870481491,0.2278367280960083,0.062005877494812,0.0035054464824497,0.2170368432998657,0.0470780134201049,0.2387369573116302,0.2512896060943603,0.0467699766159057,0.0089083509519696,0.2381340265274047,0.036055564880371,0.2448524832725525,0.238012433052063,0.1423134803771972,-0.0482463240623474,0.2226908206939697,0.1184079647064209,0.2044496685266494
C,-0.2300955653190612,-0.0096471309661865,-0.005298979114741,-0.1627502143383026,0.0060194134712219,-0.1485517621040344,-0.149196058511734,-0.0631398558616638,0.1674969345331192,-0.0754055082798004,-0.0270977020263671,-0.2452607899904251,-0.0716134011745452,-0.0797688961029052,0.2359441071748733,-0.1127719283103942,0.0813885927200317,-0.3232807219028473,-0.0941004157066345,0.0042856931686401,0.2523289024829864,0.0004456639289855,0.0254333615303039,-0.1059119030833244,-0.0004456639289855,-0.0254333615303039,0.1060793846845626,0.1169317960739135,0.0323204398155212,-0.0804140195250511,0.1146072149276733,0.0084286332130432,0.1181170418858528,0.2275086641311645,0.0060374736785888,-0.0343692526221275,0.2203590869903564,-0.00591641664505,0.1667734980583191,0.2469340562820434,-0.0158825516700744,-0.0305296499282121,0.2399439811706543,-0.024435818195343,0.1677469313144683,0.2455137968063354,0.0804153680801391,-0.0887176617980003,0.2333128452301025,0.0638251900672912,0.1143459603190422
C,-0.2219292521476745,-0.0690489709377288,-0.0015991617692634,-0.1562261879444122,-0.0415336787700653,-0.1653696000576019,-0.1441733539104461,-0.0834783017635345,0.1572454422712326,-0.0749148428440094,0.0075684785842895,-0.1800342947244644,-0.0768379271030426,-0.0264663994312286,0.2082404494285583,-0.1043958663940429,0.1063228845596313,-0.1474505215883255,-0.1021382510662078,0.0648711919784545,0.1914212852716446,-0.0018492937088012,0.0219583511352539,-0.1104705706238746,0.0018492937088012,-0.0219583213329315,0.1105793714523315,0.1182718276977539,0.0468027591705322,-0.0762808322906494,0.1150799989700317,0.0174447298049926,0.1353364288806915,0.231034517288208,0.0343859195709228,-0.0277040358632802,0.222369909286499,0.0174953937530517,0.1989270597696304,0.2547951936721802,0.0165789127349853,-0.0239893104881048,0.2440283298492431,0.0032229423522949,0.2022378295660019,0.2479995489120483,0.1156656742095947,-0.0814445540308952,0.2317045927047729,0.0864887237548828,0.1604723632335662
